orbid,a,e,inc,omega,Omega,omega_bar,ma,epoch_M,H,mag,sun_dist,ra,dec,peri_date,peri_ra,peri_dec,r,gr,ri,iz
0000001,30.1426683363791,0.009493813971917108,38.796533115242056,309.10910289655635,334.8052833018021,283.91438619835844,160.55012246370438,48294.5,9.413337336034722,24.688442445906198,29.856499450576322,86.08226265404325,59.39906832412812,81761.05901959457,5.1775194934484645,-0.8799255958172374,29.856499450576322,1.0,0.5,0.2
0000002,30.00742430097922,0.07001320979911232,26.768978281680646,105.4700712760404,92.91815445509809,198.3882257311385,242.64602243717704,48294.5,9.86415256348903,25.250500225131844,27.90650820786378,73.96958889282982,14.338316021984484,67853.45455134264,3.6287166684002594,0.2656297279152674,27.90650820786378,0.6,0.2,0.05
0000003,30.000337159659757,0.01818500002064459,27.465608824915464,258.01031129469686,240.94812783804855,138.9584391327454,294.19832489540954,48294.5,9.403891282119174,24.613041933643146,29.454781027792,67.36149418066526,17.08836710848905,59257.53744844854,2.2735396747387107,-0.17631286364159002,29.454781027792,1.0,0.5,0.2
0000004,29.972385363106373,0.0636598996831632,9.517430628090796,113.3841603814605,96.46814092570858,209.85230130716909,228.05150477976125,48294.5,9.411873028834306,24.8333173508644,28.064346317625912,70.3373918545348,18.403894486729968,70247.36204199541,3.6809415593897263,-0.05097911464597758,28.064346317625912,1.0,0.5,0.2
0000005,30.053584079217558,0.08315701654425355,26.057117421499093,20.092883653134333,225.43659577852875,245.52947943166308,196.3017003248942,48294.5,8.212433835692128,23.786055251339192,27.55441769072795,75.17497161913518,8.581643895609046,75640.46923207246,4.279485516912652,-0.22317014819765263,27.55441769072795,1.0,0.5,0.2
0000006,29.9686561339381,0.06080238746860068,11.190305841427776,112.18638037212737,221.68123023234924,333.8676106044766,104.51357057748372,48294.5,8.910905238873495,24.20936936609472,28.14649029176914,82.35222247907988,15.631420745697872,90792.98851834194,5.815007669513535,0.006553438664353452,28.14649029176914,1.0,0.5,0.2
0000007,29.912492432371288,0.06835235927344714,33.16330857977633,338.21380298805474,295.1630075391479,273.3768105272027,169.4954556012197,48294.5,9.811494920047078,25.299349488152743,27.867903002869575,85.78752144039535,39.6983454660549,79894.63859284758,4.807789707490262,-0.6122632664768873,27.867903002869575,0.6,0.2,0.05
0000008,30.126375594588534,0.02594080894348555,54.28098341819623,352.76171148798693,200.53526103613487,193.29697252412177,228.0786601186222,48294.5,9.558433050629397,24.90936906661276,29.344873041129624,50.377042856179244,-12.452654971475999,70412.2083867761,3.3657842013787023,-0.20365693986486152,29.344873041129624,0.6,0.2,0.05
0000009,29.989573847914194,0.03349862258970796,52.652629912892905,315.0980682993044,232.80166702550014,187.8997353248045,256.80955363040005,48294.5,9.048112539814666,24.321512056756866,28.98496443195674,70.5201106933773,0.22476385314024822,65477.52719754692,3.2055822905647102,-0.7082615334280017,28.98496443195674,0.6,0.2,0.05
0000010,29.91168358919775,0.046157140594463464,44.586930253202695,139.75628991035177,261.3177420398851,41.07403195023687,7.839083405330039,48294.5,9.475094596542208,24.51200996958832,28.531045804354047,47.19449536470253,39.690490950430195,106707.18741958245,0.6256714854190778,0.7439443562848479,28.531045804354047,0.6,0.2,0.05
0000011,30.114246117198434,0.029229069150558302,36.166143551882406,178.20303760646703,261.49996917446913,79.70300678093616,9.771715360012609,48294.5,8.408983702889877,23.517117393909622,29.234034735021908,86.30067706844868,18.366831687601,106977.72256941818,1.394738056239377,0.42260333187711585,29.234034735021908,1.0,0.5,0.2
0000012,30.12111126451878,0.1431013854934711,38.26696429823342,211.46197230928766,262.17931749600126,113.64128980528892,328.2371897764142,48294.5,9.56011319122616,24.286934784150638,25.810738509963144,69.47643600889417,28.510140095564267,53618.403194336424,1.9032680534908775,0.055291703440195794,25.810738509963144,0.6,0.2,0.05
0000013,29.906904648639607,0.03894465194061831,29.530489160739755,190.86150014379257,87.79905010631627,278.6605502501088,140.85493349754722,48294.5,9.43793230924016,24.800119498812045,28.742190656477078,63.81893201448254,8.96613377329664,84635.22956967034,4.8171034725190145,-0.5007405863593247,28.742190656477078,0.6,0.2,0.05
0000014,30.096583138076813,0.052560365229301534,13.016207421842537,9.559546080138174,333.60205364541304,343.1615997255512,104.05032583301725,48294.5,7.688539354848337,22.980211809270717,28.51469573618546,92.0080195325199,34.75032624624297,91142.94988457239,6.019742555011858,-0.07099472224163142,28.51469573618546,1.0,0.5,0.2
0000015,29.921494940019024,0.043265705206197644,39.816904455055095,153.17980977483677,41.954607526877794,195.13441730171456,266.1505662903424,48294.5,9.164676999990835,24.390824207005494,28.626920360615426,85.19896181532843,54.68624966641888,63868.90030658424,3.5972412732420134,0.11669037903042517,28.626920360615426,0.6,0.2,0.05
0000016,30.142664240036314,0.050393370312639844,8.935921965240212,270.9966149137455,81.98916913462007,352.98578404836553,72.93470257187958,48294.5,9.269104470236202,24.474121968590715,28.6236737987786,68.4858220680966,20.35381371142885,96462.42007668456,6.212941445128355,-0.19579816750020637,28.6236737987786,1.0,0.5,0.2
0000017,30.043764700034544,0.06573696362520853,59.72742169925533,196.9591494051976,38.024362549358436,234.98351195455604,170.51843639635703,48294.5,9.814835245706416,25.357476851358726,28.068778832784048,36.41005225854415,22.10396109117065,79932.07826572546,3.830602002834078,-0.5278719146756374,28.068778832784048,0.6,0.2,0.05
0000018,30.06494521735087,0.06824649570385577,13.668507399605529,136.35347847051017,197.06666495794246,333.42014342845266,99.09035670586272,48294.5,8.048585792553629,23.35229141435476,28.013118062738275,77.6349932560715,10.842840553061235,91904.44118992353,5.812403512196819,-0.012496393868993495,28.013118062738275,0.6,0.2,0.05
