orbid,a,e,inc,omega,Omega,omega_bar,ma,epoch_M,H,mag,sun_dist,ra,dec,peri_date,peri_ra,peri_dec,r,gr,ri,iz
0000001,29.92425443396385,0.0745355583677538,31.693641232486407,233.49736845165032,300.95069806136365,174.44806651301394,133.96891767637482,48294.5,8.045173309867314,23.52001141308059,27.69383342098962,314.1378620879252,-10.24007086839323,85809.7562608947,2.838903038282809,-0.3436848249996477,27.69383342098962,0.6,0.2,0.05
0000002,29.986163655123914,0.0942299898890609,34.96673536736457,329.48506068499177,164.46934339957002,133.95440408456182,198.70655453050057,48294.5,8.969662508752686,24.609995404699244,27.160567757089865,331.9905581750283,-2.6744162449965807,75148.11908791887,2.400056997999935,-0.016878816259420514,27.160567757089865,0.6,0.2,0.05
0000003,30.07233452208697,0.0773375495084458,15.110479974649477,19.870339391541698,52.41602506654603,72.28636445808772,253.34237316861172,48294.5,7.504839272025694,22.892580731550257,27.74661386215052,326.1394011315596,-29.192750423642597,66128.44309891632,1.1803810477780585,0.473269621572811,27.74661386215052,0.6,0.2,0.05
0000004,30.0684684416142,0.05555846268577121,28.62825479954664,44.85997654124553,121.77379514392872,166.63377168517425,129.9353089225321,48294.5,9.21358820127337,24.628940874135168,28.397910559682487,305.11201877379153,-19.267635869189643,86755.59786967892,2.978071829574186,0.4390486974068308,28.397910559682487,0.6,0.2,0.05
0000005,29.904304216504293,0.038408796158406276,45.13239091275906,301.7251049605895,305.49834775726345,247.22345271785298,55.513315122723284,48294.5,9.65485528115306,24.803605032001094,28.75571589159361,310.0062699885646,-17.67717464708025,98780.80698453017,4.329049602217318,-1.0600782527957409,28.75571589159361,1.0,0.5,0.2
0000006,30.027479300022133,0.050833552649728005,22.693139781461575,335.0244002036522,202.0603025233408,177.084702726993,149.6412814255845,48294.5,9.193643549803935,24.65455546912751,28.50107585008584,328.48527941979535,5.725052379649967,83389.36496277964,3.036606094983839,-0.13825847043530712,28.50107585008584,0.6,0.2,0.05
0000007,30.043218764174195,0.08060305404335948,17.424495530994196,207.45376061208185,214.23946387905556,61.693224491137414,271.33674123430217,48294.5,7.795028518268299,23.087294787633677,27.621643578488992,322.7752372386092,2.1674184671739276,63098.12668035402,1.0794446995604805,0.2209221689601687,27.621643578488992,1.0,0.5,0.2
0000008,29.946365696026866,0.0683280648582217,20.801708155693316,216.2048377358226,142.48742403946508,358.69226177528765,321.9598562278124,48294.5,8.062409967513917,23.087671628647747,27.900188478480715,319.0602707049451,-13.321253461289054,54615.16946832099,0.068372181704548,-0.20416921966697102,27.900188478480715,0.6,0.2,0.05
0000009,29.93628468165291,0.0662330799707719,28.769199799680305,324.2783093161913,3.5491696049873234,327.8274789211786,340.93231438522184,48294.5,9.952042560587861,24.91956140085285,27.9535123443052,321.95987173238024,-39.72329275060605,51461.1464478962,5.893038151430758,-0.47043636987908255,27.9535123443052,0.6,0.2,0.05
0000010,30.093398432464486,0.06056319878045852,5.673796820668669,111.75575450726527,288.01263418019056,39.768388687455854,276.9782600103355,48294.5,8.009054356805285,23.26236106037271,28.2708459612196,313.07415316847204,-15.430929588177953,62190.93590493496,0.6116886690664262,0.33814983591303827,28.2708459612196,0.6,0.2,0.05
0000011,30.12880909546678,0.08033240077840635,19.184276353322236,74.04445625217112,209.98897015656365,284.0334264087348,29.23621507322871,48294.5,9.878755440506731,24.85509338671091,27.708489528233653,317.4550911217831,2.2359478026368897,103756.51526603114,4.94424570657373,-0.08658950395741068,27.708489528233653,0.6,0.2,0.05
0000012,30.14515726967598,0.015567530717272522,21.122262859910787,122.84133236424162,247.38288958209554,10.224221946337138,320.18876870779707,48294.5,9.9460677161974,25.18325877685926,29.675871607903286,324.8195493506446,7.540301521210312,54975.426369347755,0.100152443716614,0.37973886724064965,29.675871607903286,1.0,0.5,0.2
0000013,30.134169275244446,0.12781700277239386,33.75702402686743,213.52650067180653,53.17361964028819,266.7001203120947,38.17769073538024,48294.5,9.471192678212075,24.321873276634474,26.28251007744674,331.3241635267294,-46.87588852158957,102271.6222626649,4.552692374347488,-0.7065380213060154,26.28251007744674,0.6,0.2,0.05
0000014,30.066007635243665,0.023017130520797024,16.888459236363918,91.04579977082868,110.10251637961119,201.14831615043988,83.4728619806439,48294.5,9.147928898694444,24.38007687075131,29.37397441326398,290.661105796307,-21.25179168348609,94517.28923283497,3.587154306367375,0.12139441336364797,29.37397441326398,1.0,0.5,0.2
0000015,29.934862713135807,0.04359831088612827,7.125038278685056,170.96219307714566,216.49938277663773,27.461575853783415,301.42341447934353,48294.5,8.077836879676077,23.244428764813783,28.629753262234942,325.8248577471897,-6.7008985531341505,58021.85360556093,0.42775421682676407,0.19954580460151844,28.629753262234942,1.0,0.5,0.2
0000016,30.01117125149032,0.014022695921197053,45.34723977451294,335.80806879657536,106.35481703251959,82.16288582909493,249.31587956749743,48294.5,9.490807969172867,24.77300663082009,29.5903337227917,335.8138963020044,-41.10781997243711,66745.26937826263,1.5850005379303929,0.11253628488873116,29.5903337227917,0.6,0.2,0.05
0000017,30.016408295652965,0.08119914021872654,28.22598787074492,230.41260732455945,79.37442380255702,309.78703112711645,18.24272474494746,48294.5,9.848153771369518,24.775378482702095,27.579101749591693,343.2035076802989,-35.386866211731814,105279.50615323853,5.5382576773308045,-0.6700702441319847,27.579101749591693,0.6,0.2,0.05
0000018,29.993673503925887,0.06018604386887257,19.92993937813156,37.55135161284802,49.75761860224442,87.30897021509244,231.82973552885085,48294.5,9.8488594469018,25.270563492770023,28.18847295462996,324.3152489780845,-34.75726968795414,69641.4835117445,1.5205828995896333,0.615708344222431,28.18847295462996,1.0,0.5,0.2
0000019,30.01669814223419,0.06759670855122747,37.31318026945772,39.326998750972514,220.20841231510298,259.5354110660755,38.87323322048016,48294.5,8.520959197747489,23.540361862219672,27.987668146243415,298.0032468304769,16.23060774523246,101840.32670989353,4.42098641478832,-0.006945786438139741,27.987668146243415,1.0,0.5,0.2
0000020,29.92167494852288,0.029277001447944158,8.679571617134222,310.8247457280545,86.88635976972799,37.711105497782455,253.28298103620324,48294.5,9.284078774145906,24.54428460547676,29.04565802773006,291.4952282630368,-25.0644912503815,66004.44779221909,0.68423205313924,0.14412402584275932,29.04565802773006,1.0,0.5,0.2
0000021,29.939341038736103,0.02265340793470997,8.017545317497337,141.95387692926778,312.22376002720074,94.17763695646852,235.47523993358396,48294.5,8.177158491305281,23.495044035451123,29.261112932889212,329.89275805738447,-10.07932990128367,68977.9896977019,1.688868381998038,0.494611634043418,29.261112932889212,0.6,0.2,0.05
0000022,30.02065353699385,0.12216503165525343,37.77766078474557,130.7458822179923,321.2513477349371,91.99722995292939,236.5396500162416,48294.5,7.919021135561599,23.503087219954587,26.353179447335602,322.8332808229285,-16.83863798122298,68884.78993857073,1.8155438607187042,0.86876856948251,26.353179447335602,1.0,0.5,0.2
0000023,30.084577761466317,0.007416095213787099,16.10831958913619,130.60253697287632,143.86854157285467,274.47107854573096,29.159115489009938,48294.5,9.18166802156903,24.41679545219528,29.861467668320703,307.3934010569674,-13.542809666957956,103647.32604688068,4.776361119450589,-0.19728034084004142,29.861467668320703,0.6,0.2,0.05
0000024,30.05830451087688,0.027137672407596382,30.690203303351133,80.11640927227195,346.1738470034255,66.29025627569746,258.4678387386326,48294.5,9.969988337791534,25.271975079302923,29.242592089932927,332.5979880530299,-23.995857630933212,65259.54810101913,1.0029114245716169,0.8925005088437432,29.242592089932927,0.6,0.2,0.05
