orbid,a,e,inc,omega,Omega,omega_bar,ma,epoch_M,H,mag,sun_dist,ra,dec,peri_date,peri_ra,peri_dec,r,gr,ri,iz
0000001,29.999859956117433,0.042481971896250886,45.272450539024426,171.06217597002697,86.02290083593162,257.0850768059586,142.10627927506968,44641.5,7.135592807791891,22.533075463762334,28.72540674857019,55.37066407643649,-10.176246471132043,80943.31177784293,4.493870378284792,-0.2873318027458189,28.72540674857019,1.0,0.5,0.2
0000002,30.05348343081358,0.05406309906987358,26.269765992161062,256.39713873739225,37.69935470355934,294.0964934409516,120.83096853777452,44641.5,9.56135860176637,24.947554638975962,28.428698978698698,51.58350901197827,28.58912225879331,84594.73185237103,5.223728689317959,-0.8301712851200803,28.428698978698698,1.0,0.5,0.2
0000003,30.037187334814927,0.0452702197123798,30.561193349078398,277.2328219905599,349.79401017645307,267.026832167013,120.11410047146572,44641.5,7.665144029410856,23.045720268590575,28.677397264625945,16.800406392801737,27.991648176226295,84681.89566372719,4.626143829867331,-0.924646761180594,28.677397264625945,1.0,0.5,0.2
0000004,30.051772359790768,0.03205716557699999,44.542875087360706,146.01650638033612,270.30833720531786,56.32484358565398,338.529538946472,44641.5,9.53033604651335,24.66481795262999,29.088397717370643,23.416074607859773,47.914029139807546,48227.83827210442,0.956159097618251,0.7636967062101888,29.088397717370643,0.6,0.2,0.05
0000005,29.996993894328334,0.06112256888783961,39.02740475925178,322.7046647326441,233.96477078808473,196.66943552072883,225.9247989316973,44641.5,9.54877869196504,24.988706820563273,28.163500568594145,53.73829130807321,16.81627753027964,66975.66928942944,3.3296811750784725,-0.5216479897901621,28.163500568594145,1.0,0.5,0.2
0000006,30.12270524768475,0.014370611079406527,24.20838615046506,5.689489879671953,24.20294286219248,29.892432741864432,348.7688985552211,44641.5,8.368902572825638,23.605727648778235,29.689823565910675,17.76720367295282,5.0211686201619505,46524.143343394215,0.4776226125385488,0.23889603503758244,29.689823565910675,0.6,0.2,0.05
0000007,30.043333237286085,0.04655458286786069,5.657660371363202,331.79317664932165,52.1856467553535,23.978823404675154,13.644570996988149,44641.5,9.963798217346294,25.04152116945336,28.644678390464094,35.89485687877703,12.933512576373573,102470.93065546815,0.44018396804242,0.13265055242648435,28.644678390464094,0.6,0.2,0.05
0000008,30.143410567599766,0.05078078088810111,34.99973819880883,250.71215316410616,199.82222660067222,90.53437976477835,307.2534583265931,44641.5,9.61074507577474,24.779252610140645,28.61270464034641,30.22262346335874,4.554315545823463,53492.39764474402,1.5195239018866056,-0.14496616110653307,28.61270464034641,1.0,0.5,0.2
0000009,29.967136903885105,0.07330466791681174,4.1690519306902925,277.48709203058405,211.20984978191774,128.6969418125018,266.6773459424847,44641.5,7.401866182986719,22.714455868974163,27.770405884728174,24.270648402713647,10.418105773389497,60163.92978575418,2.2964304607506594,0.240615668857451,27.770405884728174,0.6,0.2,0.05
0000010,29.935251961577944,0.011614251110791665,26.350609490615028,77.04215812561335,124.54691890720296,201.5890770328163,225.93938815713122,44641.5,9.965005037957107,25.229220987276438,29.58757642823136,69.27698424633157,0.019394810383900316,66904.32736966366,3.6608119428724266,0.2801656924134576,29.58757642823136,1.0,0.5,0.2
0000011,30.147274760277902,0.032199259018607186,27.055334465985762,216.39989214218576,192.48181810650775,48.88171024869348,359.500669174336,44641.5,9.002833319789788,24.146123325117973,29.176554851566596,45.880916805584064,1.5802486619104326,44725.30408929803,0.8516694315787454,0.039471320982924024,29.176554851566596,0.6,0.2,0.05
0000012,30.108410637218192,0.052936943656460525,22.998899111469363,56.21785950565458,305.7633311621822,1.9811906678368132,47.86653939715733,44641.5,9.883553330973083,25.002671391332825,28.514563399730196,45.383895523759485,39.35931704643673,96926.46455834399,6.173324446107019,0.3064011148775386,28.514563399730196,1.0,0.5,0.2
0000013,30.144983893094096,0.019805169981268102,17.49416855138288,304.8371930617693,196.5249079835033,141.36210104527265,273.4299083531804,44641.5,8.463763225233144,23.739668501427417,29.547957363008777,50.05177303778005,8.08123533013053,59169.14457868892,2.4705854334793718,-0.005587662719202986,29.547957363008777,0.6,0.2,0.05
0000014,29.965054824019656,0.052048087072235905,6.171824048987512,253.60689625061107,299.6555049914583,193.26240124206936,197.2545560738935,44641.5,7.976524084237443,23.455448537277796,28.405431041414758,23.806540208237656,16.369700617617205,71708.25544084175,3.2956979598223537,-0.18253750719642553,28.405431041414758,1.0,0.5,0.2
0000015,29.95712868421511,0.049502450580957515,32.481009977410565,63.726670363304095,40.870702478158655,104.59737284146274,306.1650878037821,44641.5,7.889975309772966,23.028527211989847,28.474177401977368,40.58382254965357,18.574594900203504,53591.41748401229,1.8858518822305974,0.8940397080826714,28.474177401977368,1.0,0.5,0.2
0000016,30.146756781176595,0.033087766054775626,28.340066267589304,114.58364087273645,210.12195096874652,324.70559184148294,62.27319694488777,44641.5,9.162996709107258,24.39615018779295,29.149267945490806,27.448093702415942,11.164583121313424,94608.5344172128,5.587206877510057,0.18763026251229123,29.149267945490806,0.6,0.2,0.05
0000017,29.969266916360205,0.03275233311550814,7.8600655266642,27.56467686723511,182.41365127628376,209.97832814351887,192.9556706648575,44641.5,8.707672531370399,24.10522343161226,28.987703503087996,39.817560054713056,10.379395660876508,72429.07587024568,3.6477886714502863,-0.13722775689064004,28.987703503087996,1.0,0.5,0.2
0000018,29.9549200016056,0.10687676965454719,36.73688240856321,158.26132469295035,278.0966709532581,76.35799564620845,336.3553202546407,44641.5,9.590431734392098,24.403579579284283,26.75343491657361,39.69775771802429,44.03682066605173,48571.933266619024,1.3563653296252722,0.6331332078729601,26.75343491657361,1.0,0.5,0.2
0000019,30.112866944476394,0.058803423605784735,35.625162613742276,187.19156359573878,241.97842634208357,69.16998993782238,348.55373533586095,44641.5,9.724304863164372,24.739349511129795,28.342127273555718,52.538997049956485,22.336795245274462,46559.27073073359,1.1789421629845431,0.3096301631218263,28.342127273555718,1.0,0.5,0.2
0000020,30.041993631120988,0.10415840191787773,27.279854829763146,129.86415215858554,54.72944322837923,184.59359538696478,229.30633151602925,44641.5,9.751207447557311,25.325125601456254,26.912867584076366,44.11186471390089,12.530635738262648,66461.3830117396,3.446024090453131,0.2576457460930626,26.912867584076366,0.6,0.2,0.05
0000021,30.136026625172214,0.043295440941352674,11.724561040220484,255.12011121520632,30.421596136100376,285.5417073513067,130.25314029113304,44641.5,9.987851375171987,25.38209744507519,28.83127406421504,53.73099328015464,24.987080746016336,83178.98023581319,4.987155538311884,-0.5957109530369862,28.83127406421504,1.0,0.5,0.2
0000022,29.973216944633158,0.09122036485698574,9.84201731546239,217.38529601304816,227.99372189270557,85.3790179057537,313.8169712875228,44641.5,9.013566823889764,24.026566606178363,27.239049159006136,27.195720657008042,14.170307351338918,52325.49708066438,1.4437416167252326,0.3034046134425886,27.239049159006136,1.0,0.5,0.2
0000023,29.934549170521528,0.040626506608709194,37.70547470760924,163.1424430509583,263.2269161808269,66.36935923178521,350.6155238496723,44641.5,9.369577740869836,24.43239844223139,28.718413010816608,53.13397770082167,35.47179666484918,46199.88178157921,1.1762455747079101,0.5555938683373967,28.718413010816608,1.0,0.5,0.2
0000024,30.09930733051338,0.05840723856980321,39.316664176968104,26.061193545397767,330.16820839113035,356.2294019365281,45.08637468149244,44641.5,8.640877817020867,23.73794075026136,28.34128990647426,21.667335469350288,49.50873109196445,97368.24338195883,6.045942097603721,0.2129948847362038,28.34128990647426,0.6,0.2,0.05
0000025,30.123266103784275,0.04464968066547474,47.5313078806873,45.62607152373504,110.42690362201255,156.05297514574758,255.00851733407183,44641.5,9.316386183514798,24.635831130367173,28.77827189164919,61.58890665634065,-20.933203656624034,62241.468921624386,2.768990930274698,0.7552269478204534,28.77827189164919,0.6,0.2,0.05
0000026,30.144933676849085,0.03221971878501697,20.552625555028246,87.20564016373636,282.62410050026114,9.829740663997484,22.317744786431888,44641.5,8.950173914462688,24.110821755016538,29.17367239098802,24.365289377644782,30.157847362451868,101309.05611362177,0.03187846760722602,0.3962819736003407,29.17367239098802,1.0,0.5,0.2
0000027,29.943749570090624,0.1129578504640473,34.9723877305945,82.34764286785904,321.98168755300765,44.329330420866654,5.828702037226603,44641.5,8.383778162649232,23.114778217425034,26.561367983819448,33.553700980710126,50.010047628399754,103482.13903682593,0.448820541190385,0.8171928447918889,26.561367983819448,1.0,0.5,0.2
0000028,30.06504501229153,0.02501920914376272,21.605503083509046,32.197053343380226,125.50274882004095,157.69980216342117,230.1119335819689,44641.5,9.826526701548492,25.17888070225277,29.312841363212367,29.939697970902166,-9.86599095683437,66351.84795491878,2.8258029124063238,0.34034485390707697,29.312841363212367,1.0,0.5,0.2
0000029,30.124514587318945,0.09846926086731067,30.24577286232099,128.0972140051288,130.6682287564715,258.7654427616003,166.48097245740055,44641.5,9.010968445414408,24.66145458667203,27.15817590191913,71.51009891191684,-4.277027807112635,77083.56604652737,4.616954026766245,-0.011338959570056026,27.15817590191913,0.6,0.2,0.05
0000030,30.100941031270636,0.043167886471387175,25.01972978290095,141.71142491229142,171.24425464953276,312.9556795618242,72.46318415079635,44641.5,8.271620054943902,23.511643218999758,28.80154702615083,30.080217349187024,-3.7110668804678473,92788.39816825619,5.4655838117802045,-0.0389660716252738,28.80154702615083,1.0,0.5,0.2
0000031,29.980859248515134,0.04407944509991147,23.76952571324868,26.92232122785371,315.30524849205614,342.22756971990987,75.4378163881281,44641.5,9.532300927564346,24.733503584776656,28.659319609222038,54.38594997984183,42.35171047380161,92005.4640480245,5.863487882296466,0.023221083107140248,28.659319609222038,1.0,0.5,0.2
0000032,29.955824037024826,0.025330572594010538,32.859241554841454,167.08077508229456,94.59583290974305,261.6766079920376,156.4067334645143,44641.5,9.93430123288896,25.272386024019553,29.197025861641563,63.50441722370149,2.8759996845410716,78486.15266074988,4.582647853677279,-0.28782300226671753,29.197025861641563,0.6,0.2,0.05
0000033,30.138051946023975,0.051254385719382935,35.4665078759221,255.76529495951604,68.70128203960299,324.466576999119,82.44353372642102,44641.5,7.38422418520869,22.640805614206087,28.593344606751664,53.94545005379339,10.073865362960957,91203.20339179604,5.903336354578837,-0.8292311815960782,28.593344606751664,0.6,0.2,0.05
0000034,29.91326838571981,0.02490107898260902,15.415281239522333,140.58752612985245,15.935170667429865,156.52269679728232,264.5727240543076,44641.5,9.079370977198286,24.332625858763016,29.168395727019018,50.57969980841672,28.97507154935603,60471.214156776434,2.824028608795281,0.3127945675400918,29.168395727019018,1.0,0.5,0.2
0000035,29.94911985390426,0.009919524806537796,8.695625109800124,210.2058191373552,271.0658323179721,121.27165145532729,317.32306122804806,44641.5,8.235404578068259,23.427162148717038,29.652038816579484,74.67866226257817,24.67112623059763,51733.5877472219,2.149504961544119,0.27246191573130996,29.652038816579484,1.0,0.5,0.2
0000036,29.989728870697125,0.056319658027375596,20.037285711679072,124.53597499651848,150.8154178347489,275.3513928312674,122.85211398186657,44641.5,9.950940263186475,25.351446403667047,28.30071759636575,44.39508513723997,-2.588276822023563,84131.10698335984,4.860309783688183,-0.11252995899254506,28.30071759636575,1.0,0.5,0.2
